Date,Open,High,Low,Close,Adj Close,Volume
2013-07-16,812.5,833.1749877929688,808.7999877929688,824.6749877929688,669.4268188476562,2224986
2013-07-17,822.5250244140625,842.4749755859375,822.5250244140625,839.25,681.2581787109375,2999250
2013-07-18,840.0,846.1500244140625,822.0,830.2000122070312,673.9120483398438,3445532
2013-07-19,859.5,879.5,850.0,871.4000244140625,707.3558959960938,8550804
2013-07-22,870.5,879.4000244140625,864.1500244140625,873.25,708.857666015625,2974772
2013-07-23,874.0,890.2249755859375,871.7999877929688,874.9000244140625,710.1969604492188,1646502
2013-07-24,874.25,896.0,872.5,891.4000244140625,723.5907592773438,2181644
2013-07-25,890.0,905.0,883.3499755859375,897.875,728.8469848632812,4088808
2013-07-26,897.5,899.4749755859375,875.0499877929688,887.25,720.2219848632812,2379064
2013-07-29,879.0,897.2999877929688,878.625,889.5999755859375,723.7611083984375,1774262
2013-07-30,890.0,902.4749755859375,887.7249755859375,896.1500244140625,729.0902099609375,2617484
2013-07-31,895.0,915.75,894.7249755859375,907.75,738.5276489257812,2826750
2013-08-01,905.0250244140625,917.4000244140625,895.0,907.7000122070312,738.4869995117188,2141178
2013-08-02,909.8499755859375,924.9500122070312,908.3499755859375,922.9249877929688,750.8738403320312,1846854
2013-08-05,920.0,938.7000122070312,920.0,933.5999755859375,759.5586547851562,2355184
2013-08-06,936.5,940.9749755859375,932.3250122070312,935.0499877929688,760.738525390625,2305290
2013-08-07,937.0,945.4500122070312,906.7249755859375,911.3499755859375,741.4564819335938,2694980
2013-08-08,902.5499877929688,928.0750122070312,891.8499755859375,922.7000122070312,750.6907348632812,2158628
2013-08-12,920.5,920.5,904.0750122070312,907.0,737.9174194335938,2077574
2013-08-13,910.0999755859375,922.4249877929688,904.9749755859375,909.9000244140625,740.2767333984375,2168296
2013-08-14,912.25,929.0,901.0,916.75,745.8497924804688,3302068
2013-08-16,912.0999755859375,915.0,877.7750244140625,890.4500122070312,724.45263671875,2779930
2013-08-19,899.0,903.5,877.7750244140625,888.7249755859375,723.0491333007812,2121352
2013-08-20,894.9000244140625,894.9000244140625,865.0,868.2000122070312,706.3504638671875,2724844
2013-08-21,870.0499877929688,871.8499755859375,850.5750122070312,858.9000244140625,698.7842407226562,3623994
2013-08-22,852.5,898.5750122070312,847.5999755859375,889.4749755859375,723.659423828125,4260988
2013-08-23,897.0,919.0,892.1500244140625,914.7249755859375,744.2022094726562,4032884
2013-08-26,911.5499877929688,939.2999877929688,907.0,921.0,749.3074951171875,2663238
2013-08-27,919.5,939.4249877929688,915.0,919.4000244140625,748.0057373046875,1945284
2013-08-28,914.0,973.0499877929688,914.0,953.9500122070312,776.114990234375,4444684
2013-08-29,950.5,985.0,939.1500244140625,973.5499877929688,792.0612182617188,5905182
2013-08-30,969.5,1025.0,965.0,1016.5999755859375,827.0858154296875,5282942
2013-09-02,1010.0,1034.5,1008.75,1028.425048828125,836.7063598632812,2154034
2013-09-03,1025.050048828125,1033.5,993.0750122070312,1000.5499877929688,814.0278930664062,2355064
2013-09-04,1000.0,1039.4000244140625,996.9749755859375,1034.550048828125,841.6895751953125,2626516
2013-09-05,1034.5,1034.5,990.5250244140625,995.375,809.8175048828125,3927492
2013-09-06,1004.5,1012.5,987.5,994.4000244140625,809.0243530273438,2759596
2013-09-10,993.0,1008.3499755859375,990.5,993.9500122070312,808.6580810546875,4300972
2013-09-11,1004.0,1009.0,991.75,996.9000244140625,811.0582885742188,3008494
2013-09-12,997.5,999.2750244140625,972.9000244140625,983.9500122070312,800.522216796875,1905568
2013-09-13,982.5,995.0,973.2750244140625,976.875,794.7664794921875,2096320
2013-09-16,975.0,992.5,947.0250244140625,951.2750244140625,773.938720703125,2460506
2013-09-17,950.0,976.2750244140625,948.5499877929688,973.7249755859375,792.2034912109375,3327816
2013-09-18,971.0250244140625,982.4000244140625,968.9500122070312,977.25,795.0714721679688,2109818
2013-09-19,974.0,995.0,963.25,983.1500244140625,799.87158203125,3907240
2013-09-20,975.0,994.9500122070312,970.5,975.1500244140625,793.36279296875,3591858
2013-09-23,975.0,988.5999755859375,970.0,977.5499877929688,795.315673828125,2988758
2013-09-24,977.5,988.9500122070312,963.0,969.75,788.9694213867188,4940300
2013-09-25,970.75,985.4749755859375,960.0999755859375,979.5250244140625,796.92236328125,4333858
2013-09-26,977.4000244140625,987.0499877929688,967.5499877929688,971.4500122070312,790.3526611328125,4919704
2013-09-27,971.5499877929688,980.9749755859375,968.7249755859375,974.0499877929688,792.4681396484375,1784666
2013-09-30,977.0,980.9249877929688,960.0,963.9000244140625,784.2101440429688,1987350
2013-10-01,966.0,977.4249877929688,958.3499755859375,974.5250244140625,792.8543701171875,1591994
2013-10-03,985.9000244140625,1018.4500122070312,980.2000122070312,1012.2999877929688,823.5872192382812,4672354
2013-10-04,1016.0,1034.5,1013.4749755859375,1016.7999877929688,827.2486572265625,1934032
2013-10-07,1017.5,1048.8499755859375,1012.6500244140625,1044.875,850.0897216796875,1993878
2013-10-08,1041.5,1049.0,1028.2750244140625,1030.7249755859375,838.5776977539062,1828106
2013-10-09,1027.75,1048.824951171875,1022.5499877929688,1045.425048828125,850.5372924804688,1775858
2013-10-10,1044.0,1049.0,1033.625,1040.0,846.1235961914062,1164320
2013-10-11,1051.5,1069.0,1041.199951171875,1061.0250244140625,863.2291259765625,2284448
2013-10-14,1063.75,1112.5,1062.5,1106.375,900.1248779296875,4374460
2013-10-15,1117.5,1129.425048828125,1100.5,1107.699951171875,901.2028198242188,4665092
2013-10-17,1115.0,1115.0,1047.8499755859375,1054.2249755859375,857.6968383789062,6687214
2013-10-18,1052.4000244140625,1066.9000244140625,1030.7750244140625,1060.324951171875,862.6595458984375,5346166
2013-10-21,1062.5,1063.9749755859375,1025.0,1035.824951171875,842.7269287109375,3685372
2013-10-22,1044.0,1053.824951171875,1038.425048828125,1044.675048828125,849.9273071289062,2044614
2013-10-23,1044.25,1051.5,1023.0750122070312,1030.574951171875,838.4556274414062,2455496
2013-10-24,1021.0,1041.175048828125,1000.9249877929688,1004.3499755859375,817.1195068359375,3617758
2013-10-25,997.5,1036.0,997.5,1033.875,842.818603515625,2527402
2013-10-28,1034.0,1044.9000244140625,1026.2750244140625,1031.9749755859375,841.2696533203125,1803942
2013-10-29,1032.5,1042.9000244140625,1023.9500122070312,1034.9000244140625,843.6542358398438,1829076
2013-10-30,1035.125,1050.0,1035.125,1045.9749755859375,852.6826171875,2114874
2013-10-31,1044.5,1064.5,1039.699951171875,1056.0250244140625,860.8754272460938,3523076
2013-11-01,1055.0,1070.9749755859375,1045.550048828125,1048.800048828125,854.9856567382812,1346480
2013-11-05,1050.0,1052.5,1015.8499755859375,1021.0,832.3230590820312,2261286
2013-11-06,1031.5,1051.7750244140625,1029.5250244140625,1045.550048828125,852.3365478515625,1667750
2013-11-07,1050.0,1074.074951171875,1040.1500244140625,1060.9749755859375,864.9108276367188,1956948
2013-11-08,1065.0,1065.875,1035.5999755859375,1045.425048828125,852.2344360351562,1609346
2013-11-11,1045.0,1070.0,1025.0,1047.324951171875,853.7833862304688,1961138
2013-11-12,1048.425048828125,1060.8499755859375,1039.5,1043.574951171875,850.7261962890625,1000682
2013-11-13,1049.4749755859375,1053.0999755859375,1021.8250122070312,1024.5,835.1761474609375,1208338
2013-11-14,1036.0,1036.0,1010.9249877929688,1013.0999755859375,825.8828125,2129704
2013-11-18,1023.0,1029.949951171875,1016.125,1022.0,833.1383056640625,2831602
2013-11-19,1024.9749755859375,1027.5,1010.5999755859375,1014.9500122070312,827.39111328125,2077864
2013-11-20,1023.4249877929688,1024.949951171875,1008.5,1011.7999877929688,824.8231201171875,1658696
2013-11-21,1011.5999755859375,1017.3499755859375,990.0,993.2999877929688,809.74169921875,2302882
2013-11-22,995.5,1005.5,992.5499877929688,1000.4249877929688,815.5501708984375,1494494
2013-11-25,1004.0,1013.4249877929688,996.5499877929688,1006.625,820.6044921875,1950998
2013-11-26,1001.5499877929688,1008.2249755859375,993.5,996.8499755859375,812.6359252929688,2047412
2013-11-27,1004.5,1006.8499755859375,987.5,993.2249755859375,809.6806640625,2120978
2013-11-28,996.5499877929688,998.2750244140625,985.0,992.2999877929688,808.9265747070312,2805722
2013-11-29,996.0,1007.3499755859375,990.9000244140625,1002.1749877929688,816.976806640625,1924812
2013-12-02,997.5,1010.5,997.5,1006.9500122070312,820.8695678710938,1253260
2013-12-03,1008.0250244140625,1021.0,1007.5250244140625,1010.4000244140625,823.6817626953125,1449184
2013-12-04,1009.9500122070312,1015.7999877929688,996.8250122070312,1000.0250244140625,815.2239990234375,1519036
2013-12-05,1008.0,1016.7750244140625,991.5250244140625,993.5750122070312,809.9658813476562,1397190
2013-12-06,995.5,1005.0,995.5,1000.1500244140625,815.3258666992188,1446962
2013-12-09,1014.5,1014.9749755859375,1000.0,1002.4249877929688,817.1807250976562,1826340
2013-12-10,1000.0,1044.5,1000.0,1041.375,848.9327392578125,3653334
2013-12-11,1039.5,1043.425048828125,1021.5,1029.0250244140625,838.8649291992188,1556062
2013-12-12,1022.5,1032.0,1012.5499877929688,1014.4500122070312,826.9835205078125,1655964
2013-12-13,1018.9749755859375,1022.5,997.5,1000.9000244140625,815.9375,3463350
2013-12-16,1006.8499755859375,1019.9000244140625,1002.5750122070312,1009.5750122070312,823.0093994140625,2858500
2013-12-17,1015.7999877929688,1032.925048828125,1015.0,1022.6749877929688,833.6885375976562,2995474
2013-12-18,1020.0,1035.5,1019.0,1027.9000244140625,837.9479370117188,1587990
2013-12-19,1037.9749755859375,1055.0,1031.324951171875,1040.75,848.4234008789062,2161986
2013-12-20,1044.050048828125,1065.0,1042.925048828125,1060.2750244140625,864.3402709960938,1965812
2013-12-23,1064.9749755859375,1071.7249755859375,1048.9749755859375,1054.5250244140625,859.6527099609375,1321224
2013-12-24,1059.9000244140625,1064.5,1052.125,1055.3499755859375,860.324951171875,870156
2013-12-26,1057.5,1058.5,1045.7249755859375,1050.1500244140625,856.0863037109375,2297194
2013-12-27,1053.5,1084.949951171875,1052.5,1080.324951171875,880.6847534179688,2479946
2013-12-30,1085.0,1087.625,1073.3499755859375,1078.0250244140625,878.8101196289062,1668776
2013-12-31,1080.050048828125,1092.4749755859375,1075.449951171875,1086.0250244140625,885.3316650390625,1245776
2014-01-01,1090.050048828125,1092.25,1075.550048828125,1076.6500244140625,877.6893920898438,529952
2014-01-02,1083.0,1094.5,1078.074951171875,1083.5,883.273193359375,1726948
2014-01-03,1082.3499755859375,1114.550048828125,1073.625,1111.0999755859375,905.7727661132812,2618174
2014-01-06,1114.5,1122.0,1098.5,1119.800048828125,912.8654174804688,2311810
2014-01-07,1120.0,1128.2249755859375,1099.5,1103.074951171875,899.230712890625,2897486
2014-01-08,1106.0,1122.0,1105.0,1116.324951171875,910.0322265625,2550020
2014-01-09,1114.375,1127.75,1111.050048828125,1120.9749755859375,913.8229370117188,2582206
2014-01-10,1130.0,1154.9000244140625,1117.5,1140.449951171875,929.6990966796875,3369334
2014-01-13,1142.5,1192.0,1142.5,1184.375,965.5070190429688,3814316
2014-01-14,1186.0,1192.4000244140625,1160.0,1163.375,948.3878784179688,2974964
2014-01-15,1171.2249755859375,1189.0999755859375,1163.5,1176.800048828125,959.3320922851562,3048854
2014-01-16,1190.0,1190.050048828125,1162.5,1175.1500244140625,957.9866333007812,2997962
2014-01-17,1149.0,1149.0,1103.0250244140625,1106.5250244140625,902.0432739257812,7564756
2014-01-20,1109.4749755859375,1175.0,1107.75,1169.0999755859375,953.0548095703125,6010558
2014-01-21,1167.0,1169.625,1137.550048828125,1140.1500244140625,929.4546508789062,3132282
2014-01-22,1143.550048828125,1148.425048828125,1132.050048828125,1137.0250244140625,926.9068603515625,2384030
2014-01-23,1134.050048828125,1138.3499755859375,1118.6500244140625,1126.2249755859375,918.1028442382812,2290762
2014-01-24,1122.0,1141.625,1117.5,1124.3499755859375,916.5744018554688,1850266
2014-01-27,1113.0,1129.75,1110.050048828125,1114.800048828125,910.408447265625,2532948
2014-01-28,1116.0,1123.925048828125,1098.050048828125,1106.175048828125,903.3648071289062,2852166
2014-01-29,1120.0,1120.0,1102.5,1104.9000244140625,902.3235473632812,1698076
2014-01-30,1099.0250244140625,1113.5,1095.0,1108.800048828125,905.50830078125,2225250
2014-01-31,1112.550048828125,1134.9000244140625,1110.5,1120.5250244140625,915.0839233398438,2174246
2014-02-03,1111.0,1122.125,1095.4000244140625,1097.2249755859375,896.0556640625,1362480
2014-02-04,1087.0,1087.5,1056.0250244140625,1075.675048828125,878.456787109375,2694166
2014-02-05,1081.9000244140625,1100.0,1070.0,1097.199951171875,896.0352783203125,1853650
2014-02-06,1090.0,1094.949951171875,1072.5,1087.625,888.2157592773438,1922652
2014-02-07,1095.0,1097.5,1065.5,1072.199951171875,875.618896484375,1990912
2014-02-10,1072.0,1072.0,1042.550048828125,1046.7750244140625,854.8554077148438,4019270
2014-02-11,1050.0,1063.25,1048.0,1050.8499755859375,858.1832275390625,3568786
2014-02-12,1059.0,1061.800048828125,1047.5,1052.7249755859375,859.7144165039062,3074348
2014-02-13,1053.5,1069.199951171875,1048.25,1066.875,871.2702026367188,2094350
2014-02-14,1068.949951171875,1092.375,1064.050048828125,1083.949951171875,885.2147216796875,1910062
2014-02-17,1080.0,1093.0,1073.5999755859375,1082.699951171875,884.1939086914062,1670394
2014-02-18,1082.5,1095.5,1077.925048828125,1083.0,884.4386596679688,1526916
2014-02-19,1085.0,1107.5,1081.125,1098.9749755859375,897.4849853515625,1072918
2014-02-20,1103.0,1111.0,1091.4000244140625,1094.675048828125,893.9735717773438,1587924
2014-02-21,1099.0,1106.5,1095.375,1102.8499755859375,900.6493530273438,1717860
2014-02-24,1102.0,1102.625,1085.050048828125,1088.949951171875,889.298095703125,2450424
2014-02-25,1094.5,1099.75,1090.0,1094.449951171875,893.789794921875,3305374
2014-02-26,1097.0,1097.5,1088.574951171875,1091.074951171875,891.033447265625,3859712
2014-02-28,1080.5,1140.0,1080.074951171875,1137.875,929.252685546875,3988192
2014-03-03,1135.9000244140625,1149.5,1114.0,1120.0250244140625,914.6758422851562,1606078
2014-03-04,1116.5999755859375,1127.0,1112.0,1120.324951171875,914.9205322265625,2030332
2014-03-05,1127.425048828125,1143.125,1121.2750244140625,1125.949951171875,919.51416015625,2302006
2014-03-06,1126.425048828125,1130.0,1116.074951171875,1120.375,914.9612426757812,1314562
2014-03-07,1122.75,1125.0250244140625,1076.4000244140625,1114.25,909.9594116210938,4698472
2014-03-10,1114.050048828125,1114.25,1067.5,1071.324951171875,874.9043579101562,3829768
2014-03-11,1077.5,1088.824951171875,1061.0,1075.824951171875,878.5792236328125,2550254
2014-03-12,1076.5,1094.875,1076.5,1089.7249755859375,889.930908203125,1669788
2014-03-13,1074.0250244140625,1101.0,1068.425048828125,1074.7750244140625,877.721923828125,2019884
2014-03-14,1070.5,1080.25,1062.1500244140625,1069.7750244140625,873.6385498046875,2161246
2014-03-18,1067.75,1075.9000244140625,1052.125,1061.0,866.4723510742188,2565842
2014-03-19,1037.5,1037.5,1006.5250244140625,1019.7000122070312,832.7445068359375,8652662
2014-03-20,1019.0,1061.449951171875,1005.7000122070312,1054.0999755859375,860.8373413085938,5728956
2014-03-21,1062.5,1072.5,1042.5,1063.5,868.5140380859375,4680776
2014-03-24,1068.4749755859375,1078.9749755859375,1063.074951171875,1076.300048828125,878.9672241210938,2183014
2014-03-25,1072.0,1086.0,1065.0,1073.324951171875,876.53759765625,2249968
2014-03-26,1074.0250244140625,1079.25,1043.7750244140625,1046.75,854.8351440429688,3192350
2014-03-27,1050.4749755859375,1057.5,1032.5250244140625,1047.125,855.141357421875,5012476
2014-03-28,1048.5,1061.425048828125,1040.0250244140625,1051.050048828125,858.3468627929688,2971162
2014-03-31,1052.0,1072.4749755859375,1041.0,1066.574951171875,871.0254516601562,2683268
2014-04-01,1072.5,1092.5,1072.449951171875,1088.3499755859375,888.8076782226562,2755932
2014-04-02,1095.0,1101.0,1080.5250244140625,1086.125,886.9910278320312,3763016
2014-04-03,1086.425048828125,1091.0,1073.800048828125,1083.25,884.6428833007812,1581194
2014-04-04,1086.0,1093.5,1065.0,1069.425048828125,873.3529663085938,1694656
2014-04-07,1065.050048828125,1082.9749755859375,1060.3499755859375,1076.9000244140625,879.4570922851562,2594986
2014-04-09,1076.0,1081.0,1052.5,1070.199951171875,873.9857177734375,3350500
2014-04-10,1070.199951171875,1074.324951171875,1057.5999755859375,1063.074951171875,868.1668090820312,2152886
